case_enquiry_id,open_dt,sla_target_dt,closed_dt,on_time,case_status,closure_reason,case_title,subject,reason,type,queue,department,submitted_photo,closed_photo,location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude,geom_4326,source,combined_info
101004982189,2023-08-13 04:32:00,,2023-08-14 08:20:52,ONTIME,Closed,Case Closed. Closed date : 2023-08-14 12:20:52.04 Case Resolved Dog was picked up and transported to city shelter on 8/13 @ 10:38am.  - Jones ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,350 S Huntington Ave  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 10,1009,350 S Huntington Ave,2130.0,42.32276215076271,-71.11104301607821,0101000020E610000054A02A541BC751C0CBF4284550294540,Constituent Call,Case Closed. Closed date : 2023-08-14 12:20:52.04 Case Resolved Dog was picked up and transported to city shelter on 8/13 @ 10:38am.  - Jones  Animal Generic Request
101004631465,2023-01-15 06:47:00,,2023-01-16 09:14:39,ONTIME,Closed,Case Closed. Closed date : 2023-01-16 14:14:39.82 Case Resolved Sun  Jan 15  12:17 PM (1 day ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  daniel.gillis  ian.maclean  keith.burrelle  leon.graves  maryanne.jenner  michael.stern  pat.conroy  robyn.bonds  sarah.bainer  stephen.norton  walter.egan  Caller not the person who has dog. Person who has dog is a friend   who has had dog for 10 days.  Person caring for dog has been aware dog may have swallowed something. Caller told to bring dog to vet   Angell  can also surrender there. (Jones) Supervisor Gillis is aware and agreed  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,55 Deering Rd  Mattapan  MA  02126,8,07,4,B3,Greater Mattapan,9,Ward 14,1414,55 Deering Rd,2126.0,42.28467957537294,-71.09383069137463,0101000020E61000002BB4715201C651C071085D6170244540,Constituent Call,Case Closed. Closed date : 2023-01-16 14:14:39.82 Case Resolved Sun  Jan 15  12:17 PM (1 day ago) to 311reply  alexis.trzcinski  anthony.fabiano  bradley.munroe  brittany.monteiro  daniel.gillis  ian.maclean  keith.burrelle  leon.graves  maryanne.jenner  michael.stern  pat.conroy  robyn.bonds  sarah.bainer  stephen.norton  walter.egan  Caller not the person who has dog. Person who has dog is a friend   who has had dog for 10 days.  Person caring for dog has been aware dog may have swallowed something. Caller told to bring dog to vet   Angell  can also surrender there. (Jones) Supervisor Gillis is aware and agreed   Animal Generic Request
101004638437,2023-01-21 04:23:00,,2023-01-21 07:19:00,ONTIME,Closed,Case Closed. Closed date : 2023-01-21 12:19:00.893 Case Noted AC&C states: AF Responded to the above location. I was not able to find the dogs that attacked the victim. I called the property management comp. They will check & get back to us if they find out who owns the 2 dogs. I did quarantine the dog that was bitten. ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,214 Harvard St  Dorchester  MA  02124,8,03,4,B3,Greater Mattapan,8,Ward 14,1407,214 Harvard St,2124.0,42.2953095623292,-71.08534064846047,0101000020E61000000F8A9F3876C551C0333328B4CC254540,Constituent Call,Case Closed. Closed date : 2023-01-21 12:19:00.893 Case Noted AC&C states: AF Responded to the above location. I was not able to find the dogs that attacked the victim. I called the property management comp. They will check & get back to us if they find out who owns the 2 dogs. I did quarantine the dog that was bitten.  Animal Generic Request
101004642206,2023-01-24 12:43:00,,2023-01-24 13:31:39,ONTIME,Closed,Case Closed. Closed date : 2023-01-24 18:31:39.667 Case Noted AC&C states: No dog in the yard. No answer at the residence  posted notice. MS 107. ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,42 Forbes St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 10,1009,42 Forbes St,2130.0,42.32128958843038,-71.10671063829115,0101000020E61000002166DB58D4C651C0496D690420294540,Constituent Call,Case Closed. Closed date : 2023-01-24 18:31:39.667 Case Noted AC&C states: No dog in the yard. No answer at the residence  posted notice. MS 107.  Animal Generic Request
101004646395,2023-01-27 11:47:00,,2023-01-27 13:40:30,ONTIME,Closed,Case Closed. Closed date : 2023-01-27 18:40:30.823 Case Resolved AC&C states: Transporting the dog to Angell. MS107. ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,7 Franklin St  Hyde Park  MA  02136,12,08,5,E18,Hyde Park,10,Ward 18,1819,7 Franklin St,2136.0,42.25231963502566,-71.1324808508652,0101000020E6100000FD73F6907AC851C0744982024C204540,Constituent Call,Case Closed. Closed date : 2023-01-27 18:40:30.823 Case Resolved AC&C states: Transporting the dog to Angell. MS107.  Animal Found
101004646622,2023-01-27 17:00:42,,2023-01-28 02:59:42,ONTIME,Closed,Case Closed. Closed date : 2023-01-28 07:59:42.44 Case Resolved AC&C states: Dog was picked up and taken to shelter. IM/103  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,240 Southampton St  Roxbury  MA  02118,6,1C,2,C6,South Boston / South Boston Waterfront,6,Ward 8,0802,240 Southampton St,2118.0,42.3318745299036,-71.06422351928447,0101000020E61000007EBDF63C1CC451C0D92756DD7A2A4540,Constituent Call,Case Closed. Closed date : 2023-01-28 07:59:42.44 Case Resolved AC&C states: Dog was picked up and taken to shelter. IM/103   Animal Generic Request
101004650851,2023-01-31 09:15:00,,2023-01-31 11:36:02,ONTIME,Closed,Case Closed. Closed date : 2023-01-31 16:36:02.787 Case Noted AC&C states: The bite did not break the skin per the constituent. Posted notice at the dog owners address. MS107 ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Bailey St & Washington St  Dorchester  MA  ,8,07,4,C11,Dorchester,8,17,1711,INTERSECTION Bailey St & Washington St,,42.28301892352266,-71.07138078562208,0101000020E6100000D1F3B68091C451C0E856CEF639244540,Constituent Call,Case Closed. Closed date : 2023-01-31 16:36:02.787 Case Noted AC&C states: The bite did not break the skin per the constituent. Posted notice at the dog owners address. MS107  Animal Generic Request
101004652291,2023-02-01 10:40:27,,2023-02-01 12:17:37,ONTIME,Closed,Case Closed. Closed date : 2023-02-01 17:17:37.933 Case Noted AC&C states: The dog was gone on arrival. Munroe ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,329 Gallivan Blvd  Dorchester  MA  02124,8,07,3,C11,Dorchester,7,Ward 16,1611,329 Gallivan Blvd,2124.0,42.27998953572639,-71.06490063636062,0101000020E610000024AAFF5427C451C0629575B2D6234540,Constituent Call,Case Closed. Closed date : 2023-02-01 17:17:37.933 Case Noted AC&C states: The dog was gone on arrival. Munroe  Animal Generic Request
101004654869,2023-02-04 01:34:02,,2023-02-04 07:06:27,ONTIME,Closed,Case Closed. Closed date : 2023-02-04 12:06:27.56 Case Noted AC&C states: AF Responded to the above location. I searched the area. No dogs were found ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,1131-1133 Commonwealth Ave  Allston  MA  02134,11,04,9,D14,Allston / Brighton,14,Ward 21,2103,1131-1133 Commonwealth Ave,2134.0,42.35125260991618,-71.12649961593607,0101000020E6100000BA59D89118C851C0C11C74D8F52C4540,Constituent Call,Case Closed. Closed date : 2023-02-04 12:06:27.56 Case Noted AC&C states: AF Responded to the above location. I searched the area. No dogs were found  Animal Generic Request
101004655401,2023-02-04 09:10:21,,2023-02-04 13:05:44,ONTIME,Closed,Case Closed. Closed date : 2023-02-04 18:05:44.157 Case Noted AC&C states: Responded to location. Patrolled neighborhood unable to the dog. Munroe  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Clarkson St & Trent St  Dorchester  MA  ,7,03,3,C11,Dorchester,8,15,1504,INTERSECTION Clarkson St & Trent St,,42.309465259852,-71.06585444091525,0101000020E6100000C0818BF536C451C0FF27C18E9C274540,Constituent Call,Case Closed. Closed date : 2023-02-04 18:05:44.157 Case Noted AC&C states: Responded to location. Patrolled neighborhood unable to the dog. Munroe   Animal Generic Request
101004663256,2023-02-10 02:31:40,,2023-02-10 09:58:00,ONTIME,Closed,Case Closed. Closed date : 2023-02-10 14:58:00.9 Case Resolved Patrolled field no loose dogs. Will continue to patrol. Munroe  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,240 Medford St  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,02,0204,240 Medford St,2129.0,42.38010952218508,-71.06107040485588,0101000020E610000002E7D793E8C351C07057C76DA7304540,Constituent Call,Case Closed. Closed date : 2023-02-10 14:58:00.9 Case Resolved Patrolled field no loose dogs. Will continue to patrol. Munroe   Animal Generic Request
101004664174,2023-02-10 11:13:37,,2023-02-10 12:57:39,ONTIME,Closed,Case Closed. Closed date : 2023-02-10 17:57:39.457 Case Resolved  Bradley Munroe 5:47 PM (9 minutes ago) to 311reply  I was unable to make contact with the dog owner.  It is a building with multiple units. Munroe  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,1284 Commonwealth Ave  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2105,1284 Commonwealth Ave,2134.0,42.34891561903023,-71.13301063555845,0101000020E6100000996F0A3F83C851C033665A44A92C4540,Constituent Call,Case Closed. Closed date : 2023-02-10 17:57:39.457 Case Resolved  Bradley Munroe 5:47 PM (9 minutes ago) to 311reply  I was unable to make contact with the dog owner.  It is a building with multiple units. Munroe   Animal Generic Request
101004664583,2023-02-11 04:18:00,,2023-02-11 13:36:52,ONTIME,Closed,Case Closed. Closed date : 2023-02-11 18:36:52.143 Case Resolved AC&C states: Patrolled park warned two dog owners. I was unable to cite as they quickly walked away. - Munroe  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,502 VFW Pkwy  West Roxbury  MA  02132,9,06,6,E5,West Roxbury,12,20,2020,502 VFW Pkwy,2132.0,42.29466703617839,-71.15346619001475,0101000020E6100000EDC9DA63D2C951C037CC41A6B7254540,Constituent Call,Case Closed. Closed date : 2023-02-11 18:36:52.143 Case Resolved AC&C states: Patrolled park warned two dog owners. I was unable to cite as they quickly walked away. - Munroe   Animal Generic Request
101004665310,2023-02-12 06:08:07,,2023-02-12 13:19:13,ONTIME,Closed,Case Closed. Closed date : 2023-02-12 18:19:13.16 Case Resolved AC&C states: 2/12/23- unable to make contact  dog not on porch when I arrived . Notice and violation left - (Jones). ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,55 Lonsdale St  Dorchester  MA  02124,8,07,3,C11,Dorchester,7,Ward 16,1606,55 Lonsdale St,2124.0,42.29046952779931,-71.06037060257692,0101000020E61000004BEDA81CDDC351C0F930011B2E254540,Constituent Call,Case Closed. Closed date : 2023-02-12 18:19:13.16 Case Resolved AC&C states: 2/12/23- unable to make contact  dog not on porch when I arrived . Notice and violation left - (Jones).  Animal Generic Request
101004665748,2023-02-12 22:05:52,,2023-02-13 03:25:57,ONTIME,Closed,Case Closed. Closed date : 2023-02-13 08:25:57.69 Case Resolved Animal Care & Control states caller will bring dog to MSPCA.  2/13/23 at 3:51 am  PJ ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,1865 Columbus Ave  Roxbury  MA  02119,9,10B,6,E13,Jamaica Plain,11,Ward 11,1104,1865 Columbus Ave,2119.0,42.31866957767229,-71.09865062619292,0101000020E6100000A04EB74A50C651C0932A2B2ACA284540,Constituent Call,Case Closed. Closed date : 2023-02-13 08:25:57.69 Case Resolved Animal Care & Control states caller will bring dog to MSPCA.  2/13/23 at 3:51 am  PJ  Animal Found
101004683477,2023-02-19 19:07:00,,2023-02-20 06:00:03,ONTIME,Closed,Case Closed. Closed date : 2023-02-20 11:00:03.483 Case Resolved Call mislabeled stray dog pick up . Dog was taken to shelter . IM/103   ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,44 Wilcock St  Dorchester  MA  02124,8,07,4,B3,Greater Mattapan,9,Ward 14,1411,44 Wilcock St,2124.0,42.28684957379525,-71.09289068440071,0101000020E6100000AAE6C4EBF1C551C03C29A17CB7244540,Constituent Call,Case Closed. Closed date : 2023-02-20 11:00:03.483 Case Resolved Call mislabeled stray dog pick up . Dog was taken to shelter . IM/103    Animal Generic Request
101004684218,2023-02-20 15:01:00,,2023-02-21 08:46:13,ONTIME,Closed,Case Closed. Closed date : 2023-02-21 13:46:13.057 Case Resolved 2/21/23- made contact with a tenant from building who knew about this incident. Provided me access  was able to speak with one of the people caring for dog. Educated him  made suggestions. First time dog owners . Dog was inside a Australia shepherd puppy appeared healthy alert playful (Jones)  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,56 Saint Botolph St  Boston  MA  02116,4,1C,2,D4,Boston,6,04,0402,56 Saint Botolph St,2116.0,42.34587954864781,-71.07924052175593,0101000020E61000006C5DD64612C551C017E6F2C7452C4540,Constituent Call,Case Closed. Closed date : 2023-02-21 13:46:13.057 Case Resolved 2/21/23- made contact with a tenant from building who knew about this incident. Provided me access  was able to speak with one of the people caring for dog. Educated him  made suggestions. First time dog owners . Dog was inside a Australia shepherd puppy appeared healthy alert playful (Jones)   Animal Generic Request
101004687416,2023-02-23 10:23:00,,2023-02-23 10:58:48,ONTIME,Closed,Case Closed. Closed date : 2023-02-23 15:58:48.71 Case Resolved AC&C states: Dog is at the shelter. -BM ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,224 Dudley St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,0804,224 Dudley St,2119.0,42.32864955181245,-71.08046056297898,0101000020E610000033A70F4426C551C095704230112A4540,Constituent Call,Case Closed. Closed date : 2023-02-23 15:58:48.71 Case Resolved AC&C states: Dog is at the shelter. -BM  Animal Lost
101004688639,2023-02-24 10:09:00,,2023-02-24 10:38:45,ONTIME,Closed,Case Closed. Closed date : 2023-02-24 15:38:45.127 Case Resolved AC&C states: I transported the dog to the shelter. Munroe ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,56 Dunbar Ave  Dorchester  MA  02124,8,07,4,B3,Dorchester,9,17,1708,56 Dunbar Ave,2124.0,42.28650124708133,-71.07344281959152,0101000020E610000062118349B3C451C0203DA712AC244540,Constituent Call,Case Closed. Closed date : 2023-02-24 15:38:45.127 Case Resolved AC&C states: I transported the dog to the shelter. Munroe  Animal Generic Request
101004689279,2023-02-25 05:55:00,,2023-02-25 10:29:50,ONTIME,Closed,Case Closed. Closed date : 2023-02-25 15:29:50.797 Case Resolved AC&C statesL The dog was gone on arrival. -Munroe  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,704 E Broadway  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 6,0605,704 E Broadway,2127.0,42.33578981797263,-71.0372393235708,0101000020E610000027370B2162C251C0D8422729FB2A4540,Constituent Call,Case Closed. Closed date : 2023-02-25 15:29:50.797 Case Resolved AC&C statesL The dog was gone on arrival. -Munroe   Animal Generic Request
101004694004,2023-03-01 22:51:00,,2023-03-02 03:11:02,ONTIME,Closed,Case Closed. Closed date : 2023-03-02 08:11:02.787 Per Animal Control: AF Responded to the above location. There was No dog on the property. I called the complainant. No answer.  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,9 Saint James St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 12,1201,9 Saint James St,2119.0,42.3262895571368,-71.08411057645661,0101000020E61000003FC8531162C551C0E57630DBC3294540,Constituent Call,Case Closed. Closed date : 2023-03-02 08:11:02.787 Per Animal Control: AF Responded to the above location. There was No dog on the property. I called the complainant. No answer.   Animal Generic Request
101004695230,2023-03-02 23:12:00,,2023-03-03 03:21:03,ONTIME,Closed,Case Closed. Closed date : 2023-03-03 08:21:03.303 Per Animal Control: AF I searched the area. No dog was found.   ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,1353 Dorchester Ave  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1509,1353 Dorchester Ave,2122.0,42.30442956088135,-71.0594495865655,0101000020E6100000D083A305CEC351C0E4F53F8CF7264540,Constituent Call,Case Closed. Closed date : 2023-03-03 08:21:03.303 Per Animal Control: AF I searched the area. No dog was found.    Animal Generic Request
101004696357,2023-03-03 13:50:00,,2023-03-03 14:33:38,ONTIME,Closed,Case Closed. Closed date : 2023-03-03 19:33:38.727 Case Resolved AC&C states: I patrolled area unable to locate the dogs. Munroe  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of E Newton St & Harrison Ave  Roxbury  MA  ,4,1C,3,D4,South End,6,8,0802,INTERSECTION E Newton St & Harrison Ave,,42.337489074043816,-71.07196158922925,0101000020E6100000B313C8049BC451C044E38BD7322B4540,Constituent Call,Case Closed. Closed date : 2023-03-03 19:33:38.727 Case Resolved AC&C states: I patrolled area unable to locate the dogs. Munroe   Animal Generic Request
101004698886,2023-03-06 12:16:00,,2023-03-06 17:05:07,ONTIME,Closed,Case Closed. Closed date : 2023-03-06 22:05:07.92 Case Resolved AC&C states: All off leash dogs were in designated off leash area . Will continue to patrol . - IM/103  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Charles St & Beacon St  Boston  MA  ,3,1B,7,A1,Beacon Hill,14,5,0503,INTERSECTION Charles St & Beacon St,,42.35626329429733,-71.06908072739657,0101000020E6100000F03C92D16BC451C0D9E21E099A2D4540,Constituent Call,Case Closed. Closed date : 2023-03-06 22:05:07.92 Case Resolved AC&C states: All off leash dogs were in designated off leash area . Will continue to patrol . - IM/103   Animal Generic Request
101004700446,2023-03-07 18:23:00,,2023-03-08 10:40:57,ONTIME,Closed,Case Closed. Closed date : 2023-03-08 15:40:57.91 Case Noted AC&C states: 3/8/23- arrived at address and did hear dogs barking continuously while I was there. From the front door area  1st floor hallway and up to apartment. Violation left  no landlord phone number displayed in hallway. Leaving building dogs still barking (Jones) ,Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,254 Belgrade Ave  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2008,254 Belgrade Ave,2131.0,42.285889641982536,-71.14173079670792,0101000020E6100000942C0C1E12C951C0424A230898244540,Constituent Call,Case Closed. Closed date : 2023-03-08 15:40:57.91 Case Noted AC&C states: 3/8/23- arrived at address and did hear dogs barking continuously while I was there. From the front door area  1st floor hallway and up to apartment. Violation left  no landlord phone number displayed in hallway. Leaving building dogs still barking (Jones)  Animal Noise Disturbances
101004722393,2023-03-09 07:48:00,2023-07-07 08:48:04,2023-03-10 05:44:47,ONTIME,Closed,Case Closed. Closed date : Fri Mar 10 10:44:47 EST 2023 Noted Business was cited dogs visible in establishment upon inspection. Code requirements and service animal literature was provided to management and cvs corporate management.  ,Pest Infestation - Residential,Inspectional Services,Housing,Pest Infestation - Residential,ISD_Health (INTERNAL),ISD,,,77 Seaport Blvd  Boston  MA  02210,6,05,2,C6,Boston,5,06,0601,77 Seaport Blvd,2210.0,42.35172167432258,-71.04621139817947,0101000020E610000087F8A620F5C251C043414037052D4540,Citizens Connect App,Case Closed. Closed date : Fri Mar 10 10:44:47 EST 2023 Noted Business was cited dogs visible in establishment upon inspection. Code requirements and service animal literature was provided to management and cvs corporate management.   Pest Infestation - Residential
