_id,case_enquiry_id,open_dt,sla_target_dt,closed_dt,on_time,case_status,closure_reason,case_title,subject,reason,type,queue,department,submitted_photo,closed_photo,location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude,geom_4326,source,combined_info
89235,101003300190,2020-05-29 15:55:00,,2020-05-29 16:07:16,ONTIME,Closed,Case Closed. Closed date : 2020-05-29 20:07:16.12 Case Resolved Constituent called back to report that they located the dog's owner. ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,19 Jeffers St  Roslindale  MA  02131,12,08,5,E18,Hyde Park,10,Ward 18,1822,19 Jeffers St,2131.0,42.27202962680049,-71.12892079909429,0101000020E610000096F8053D40C851C05A53E7DDD1224540,Constituent Call,Case Closed. Closed date : 2020-05-29 20:07:16.12 Case Resolved Constituent called back to report that they located the dog's owner.  Animal Found
89811,101003300989,2020-05-30 15:39:50,,2020-05-30 15:42:25,ONTIME,Closed,Case Closed. Closed date : 2020-05-30 19:42:25.917 Case Resolved Constituent reported that the owner came and claimed the dog while we were on the phone. ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Colchester St & Stanbro St  Hyde Park  MA  ,12,08,5,E18,Hyde Park,10,18,1820,INTERSECTION Colchester St & Stanbro St,,42.23464814646009,-71.12976826963575,0101000020E61000003889921F4EC851C07A8E51F3081E4540,Constituent Call,Case Closed. Closed date : 2020-05-30 19:42:25.917 Case Resolved Constituent reported that the owner came and claimed the dog while we were on the phone.  Animal Generic Request
90133,101003301500,2020-05-31 11:46:55,,2020-05-31 11:51:26,ONTIME,Closed,Case Closed. Closed date : 2020-05-31 15:51:26.463 Case Invalid Created found dog case instead  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,832 E Second St  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 6,0607,832 E Second St,2127.0,42.33755948450751,-71.0300704302123,0101000020E6100000AA9586ACECC151C00A353126352B4540,Constituent Call,Case Closed. Closed date : 2020-05-31 15:51:26.463 Case Invalid Created found dog case instead   Animal Generic Request
94678,101003307705,2020-06-06 13:52:00,,2020-06-06 14:23:33,ONTIME,Closed,Case Closed. Closed date : 2020-06-06 18:23:33.19 Case Resolved Close Case Found Dog Owners ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,22 Park Vale Ave  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2105,22 Park Vale Ave,2134.0,42.35147961857481,-71.1332106303774,0101000020E6100000D53CE18586C851C0A37EBD48FD2C4540,Constituent Call,Case Closed. Closed date : 2020-06-06 18:23:33.19 Case Resolved Close Case Found Dog Owners  Animal Found
94724,101003307770,2020-06-06 15:20:00,,2020-06-06 15:26:48,ONTIME,Closed,Case Closed. Closed date : 2020-06-06 19:26:48.423 Case Resolved Case Closed..Dog's owner found ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,201-205 S Huntington Ave  Jamaica Plain  MA  02130,9,10A,8,E13,Jamaica Plain,11,Ward 10,1008,201-205 S Huntington Ave,2130.0,42.3256652811471,-71.1124172439807,0101000020E6100000D49918D831C751C017FC6166AF294540,Constituent Call,Case Closed. Closed date : 2020-06-06 19:26:48.423 Case Resolved Case Closed..Dog's owner found  Animal Found
99595,101003314930,2020-06-12 15:34:00,,2020-06-12 15:52:13,ONTIME,Closed,Case Closed. Closed date : 2020-06-12 19:52:13.18 Case Resolved Constituent called back and states the dog is with the owner. Notified Brad Munroe to update him at 7:52pm. ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,130 Baker St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2016,130 Baker St,2132.0,42.27443467903428,-71.1667508791438,0101000020E61000001F20E10BACCA51C095ABF1AC20234540,Constituent Call,Case Closed. Closed date : 2020-06-12 19:52:13.18 Case Resolved Constituent called back and states the dog is with the owner. Notified Brad Munroe to update him at 7:52pm.  Animal Generic Request
104467,101003322336,2020-06-19 23:03:00,2020-06-23 04:30:00,2020-06-19 23:57:48,ONTIME,Closed,Case Closed. Closed date : 2020-06-20 03:57:48.19 Case Resolved Picked up dead dog put in freezer  ,Pick up Dead Animal,Public Works Department,Street Cleaning,Pick up Dead Animal,PWDx_District 10B: Roxbury,PWDx,,,154 Seaver St  Dorchester  MA  02121,9,10B,7,B2,Dorchester,13,12,1207,154 Seaver St,2121.0,42.30912699240535,-71.09063058312744,0101000020E61000002FA337E4CCC551C08D58297991274540,Constituent Call,Case Closed. Closed date : 2020-06-20 03:57:48.19 Case Resolved Picked up dead dog put in freezer   Pick up Dead Animal
106490,101003325230,2020-06-23 04:39:00,,2020-06-23 06:04:55,ONTIME,Closed,Case Closed. Closed date : 2020-06-23 10:04:55.41 Case Resolved Dog located  transported and impounded at animal care and control shelter  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Mcbride St & Rossmore Rd  Jamaica Plain  MA  ,9,02,6,E13,Jamaica Plain,11,11,1108,INTERSECTION Mcbride St & Rossmore Rd,,42.305520787578885,-71.10843526268886,0101000020E6100000D6BE749AF0C651C022731F4E1B274540,Constituent Call,Case Closed. Closed date : 2020-06-23 10:04:55.41 Case Resolved Dog located  transported and impounded at animal care and control shelter   Animal Generic Request
110578,101003330590,2020-06-27 12:02:00,,2020-06-27 12:17:16,ONTIME,Closed,Case Closed. Closed date : 2020-06-27 16:17:16.283 Case Resolved Constituent reports owner came and collected dog. ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,15 Faulkner St  Dorchester  MA  02122,7,07,3,C11,Dorchester,7,Ward 16,1601,15 Faulkner St,2122.0,42.29966952875697,-71.06123058405714,0101000020E61000009602AF33EBC351C039CF34925B264540,Constituent Call,Case Closed. Closed date : 2020-06-27 16:17:16.283 Case Resolved Constituent reports owner came and collected dog.  Animal Found
121948,101003345951,2020-07-13 08:30:29,,2020-07-13 08:32:48,ONTIME,Closed,Case Closed. Closed date : 2020-07-13 12:32:48.11 Case Resolved Owner came to collect dog ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,10 Myrtle St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,Ward 19,1905,10 Myrtle St,2130.0,42.31347960105352,-71.11541067530452,0101000020E6100000B30275E362C751C0773E7D1920284540,Constituent Call,Case Closed. Closed date : 2020-07-13 12:32:48.11 Case Resolved Owner came to collect dog  Animal Generic Request
130797,101003366991,2020-07-24 11:39:00,2020-07-27 11:39:59,2020-07-24 12:10:44,ONTIME,Closed,Case Closed. Closed date : 2020-07-24 16:10:44.793 Case Resolved That dog picked up ,Pick up Dead Animal,Public Works Department,Street Cleaning,Pick up Dead Animal,PWDx_District 07: South Dorchester,PWDx,,,5 Armandine St  Dorchester  MA  02124,8,07,4,B3,Dorchester,9,Ward 17,1708,5 Armandine St,2124.0,42.28471954456175,-71.07188064134363,0101000020E610000054F242B199C451C05E36A6B071244540,Constituent Call,Case Closed. Closed date : 2020-07-24 16:10:44.793 Case Resolved That dog picked up  Pick up Dead Animal
135245,101003372651,2020-07-30 07:11:00,2020-07-31 07:11:48,2020-07-30 08:10:07,ONTIME,Closed,Case Closed. Closed date : 2020-07-30 12:10:07.537 Case Resolved Dead Dog picked up ,Pick up Dead Animal,Public Works Department,Street Cleaning,Pick up Dead Animal,PWDx_District 02: Jamaica Plain,PWDx,,,19 Tafthill Ter  Roslindale  MA  02131,9,02,5,E5,Roslindale,10,Ward 20,2002,19 Tafthill Ter,2131.0,42.28750962187054,-71.12762076088201,0101000020E6100000D99144F02AC851C0129C831DCD244540,Constituent Call,Case Closed. Closed date : 2020-07-30 12:10:07.537 Case Resolved Dead Dog picked up  Pick up Dead Animal
142799,101003382524,2020-08-08 08:15:00,,2020-08-08 08:19:09,ONTIME,Closed,Case Closed. Closed date : 2020-08-08 12:19:09.623 Case Resolved dog turned up during call ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,10 Westbourne St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,Ward 20,2008,10 Westbourne St,2131.0,42.28111964519379,-71.14321081047126,0101000020E610000018DAAC5D2AC951C06B2F81BAFB234540,Constituent Call,Case Closed. Closed date : 2020-08-08 12:19:09.623 Case Resolved dog turned up during call  Animal Lost
148574,101003389759,2020-08-15 15:43:00,,2020-08-16 19:48:05,ONTIME,Closed,Case Closed. Closed date : 2020-08-16 23:48:05.177 Case Resolved Owner has located lost dog. ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,3 Tupelo St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,Ward 12,1206,3 Tupelo St,2119.0,42.31663955481121,-71.08161059261096,0101000020E61000005C91A21B39C551C05F441AA587284540,Constituent Call,Case Closed. Closed date : 2020-08-16 23:48:05.177 Case Resolved Owner has located lost dog.  Animal Lost
150238,101003391852,2020-08-18 05:42:00,,2020-09-11 07:49:57,ONTIME,Closed,Case Closed. Closed date : 2020-09-11 11:49:57.223 Case Resolved Animal Care and Control 9:15 AM Dog was gone when I arrived. Looked around the area as well.  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Blue Hill Ave & Quincy St  Dorchester  MA  ,7,10B,9,B2,Roxbury,13,13,1301,INTERSECTION Blue Hill Ave & Quincy St,,42.31459787177235,-71.07883244643588,0101000020E610000092D33E970BC551C0A45339BE44284540,Constituent Call,Case Closed. Closed date : 2020-09-11 11:49:57.223 Case Resolved Animal Care and Control 9:15 AM Dog was gone when I arrived. Looked around the area as well.   Animal Generic Request
153239,101003415439,2020-08-21 07:58:00,,2020-09-11 07:51:38,ONTIME,Closed,Case Closed. Closed date : 2020-09-11 11:51:38.173 Case Resolved Animal Care & Control 9:09 AM Posted notice at the front door of the 3 unit locked building. No dogs observed.  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,11 Noyes Pl  Boston  MA  02113,3,1B,1,A1,Downtown / Financial District,3,Ward 3,0304,11 Noyes Pl,2113.0,42.36498051639827,-71.05598442662789,0101000020E6100000EF5CB43F95C351C0CBCD7AAEB72E4540,Constituent Call,Case Closed. Closed date : 2020-09-11 11:51:38.173 Case Resolved Animal Care & Control 9:09 AM Posted notice at the front door of the 3 unit locked building. No dogs observed.   Animal Generic Request
153684,101003415986,2020-08-21 17:16:00,,2020-08-21 17:24:18,ONTIME,Closed,Case Closed. Closed date : 2020-08-21 21:24:18.013 Case Resolved Constituent called back with the found dog  connected them with the owner. ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,71 Beacon St  Boston  MA  02108,3,1B,8,A1,Beacon Hill,14,Ward 5,0505,71 Beacon St,2108.0,42.356214536063376,-71.07013247810636,0101000020E6100000ACF6EE0C7DC451C042601B70982D4540,Constituent Call,Case Closed. Closed date : 2020-08-21 21:24:18.013 Case Resolved Constituent called back with the found dog  connected them with the owner.  Animal Lost
155679,101003418535,2020-08-24 15:38:00,,2020-08-24 16:16:26,ONTIME,Closed,Case Closed. Closed date : 2020-08-24 20:16:26.347 Case Resolved Constituent called back to confirm her dog was found. Requesting to cancel case.  ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,32 Yarmouth St  Boston  MA  02116,4,1C,2,D4,South End,6,Ward 4,0402,32 Yarmouth St,2116.0,42.34607954585023,-71.07720051687093,0101000020E61000007ACC6FDAF0C451C0E29EA5554C2C4540,Constituent Call,Case Closed. Closed date : 2020-08-24 20:16:26.347 Case Resolved Constituent called back to confirm her dog was found. Requesting to cancel case.   Animal Lost
155871,101003418775,2020-08-25 03:32:00,,2020-08-25 03:38:32,ONTIME,Closed,Case Closed. Closed date : 2020-08-25 07:38:32.05 Case Resolved Dog's owners were found ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Neptune Rd & Bennington St  East Boston  MA  ,1,09,1,A7,East Boston,1,1,0110,INTERSECTION Neptune Rd & Bennington St,,42.3799685930537,-71.02537400568198,0101000020E6100000A6244BBA9FC151C01E5694CFA2304540,Constituent Call,Case Closed. Closed date : 2020-08-25 07:38:32.05 Case Resolved Dog's owners were found  Animal Generic Request
173563,101003439980,2020-09-11 13:19:00,,2020-09-11 13:34:00,ONTIME,Closed,Case Closed. Closed date : 2020-09-11 17:34:00.153 Case Resolved Constituent called back to report that she located the owner and returned the dog. ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,36 Brookvale St  Dorchester  MA  02124,8,07,3,C11,Dorchester,7,Ward 16,1611,36 Brookvale St,2124.0,42.27909953446064,-71.0643406373498,0101000020E6100000284E31281EC451C02C6B9688B9234540,Constituent Call,Case Closed. Closed date : 2020-09-11 17:34:00.153 Case Resolved Constituent called back to report that she located the owner and returned the dog.  Animal Lost
174564,101003441285,2020-09-13 08:11:00,,2020-09-20 09:01:59,ONTIME,Closed,Case Closed. Closed date : 2020-09-20 13:01:59.017 Case Resolved Constituent found the dog  ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,40 Ripley Rd  Dorchester  MA  02121,7,03,4,B3,Dorchester,8,Ward 14,1402,40 Ripley Rd,2121.0,42.29962954991289,-71.07664061875504,0101000020E610000047C60DAEE7C451C042E5D6425A264540,Constituent Call,Case Closed. Closed date : 2020-09-20 13:01:59.017 Case Resolved Constituent found the dog   Animal Lost
179914,101003447884,2020-09-19 09:23:00,,2020-09-19 09:48:24,ONTIME,Closed,Case Closed. Closed date : 2020-09-19 13:48:24.043 Case Resolved Dog's owner was found. ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,41 Messinger St  Mattapan  MA  02126,8,07,5,B3,Greater Mattapan,9,Ward 18,1803,41 Messinger St,2126.0,42.273519584259546,-71.09933072832956,0101000020E6100000746A456F5BC651C0EA9A92B002234540,Constituent Call,Case Closed. Closed date : 2020-09-19 13:48:24.043 Case Resolved Dog's owner was found.  Animal Found
191306,101003462013,2020-10-02 17:31:00,2020-10-06 04:30:00,2020-10-02 17:54:20,ONTIME,Closed,Case Closed. Closed date : 2020-10-02 21:54:20.18 Case Resolved Picked up dog in box on sidewalk Brought to frontage road ,Pick up Dead Animal,Public Works Department,Street Cleaning,Pick up Dead Animal,PWDx_District 06: West Roxbury and Roslindale,PWDx,,,18 Spring Valley Rd  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2005,18 Spring Valley Rd,2132.0,42.27582968230362,-71.16897088083017,0101000020E610000015C93D6BD0CA51C04C6114634E234540,Constituent Call,Case Closed. Closed date : 2020-10-02 21:54:20.18 Case Resolved Picked up dog in box on sidewalk Brought to frontage road  Pick up Dead Animal
202331,101003476110,2020-10-18 14:49:00,,2020-10-18 15:50:56,ONTIME,Closed,Case Closed. Closed date : 2020-10-18 19:50:56.697 Case Resolved Constituent  called back to report that the dog has been found. ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,246 Westville St  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1509,246 Westville St,2122.0,42.30221953107153,-71.06326058298636,0101000020E610000059C31D760CC451C014152D21AF264540,Constituent Call,Case Closed. Closed date : 2020-10-18 19:50:56.697 Case Resolved Constituent  called back to report that the dog has been found.  Animal Lost
202372,101003476158,2020-10-18 15:48:00,2020-10-20 04:30:00,2020-10-18 15:57:21,ONTIME,Closed,Case Closed. Closed date : Sun Oct 18 19:57:21 EDT 2020 Resolved Dead dog picked up  ,Pick up Dead Animal,Public Works Department,Street Cleaning,Pick up Dead Animal,PWDx_District 08: Hyde Park,PWDx,,https://spot-boston-res.cloudinary.com/image/upload/v1603065431/boston/production/eq9sqthcu1tdih8s0hq6.jpg | https://spot-boston-res.cloudinary.com/image/upload/v1603065433/boston/production/m6puyzhw1f8ojr0iud3e.jpg,INTERSECTION of Cummins Hwy & Kennebec St  Mattapan  MA  ,8,08,5,B3,Greater Mattapan,9,18,1821,INTERSECTION Cummins Hwy & Kennebec St,,42.272232231137785,-71.10710868831744,0101000020E6100000375C66DEDAC651C0B3D37881D8224540,Constituent Call,Case Closed. Closed date : Sun Oct 18 19:57:21 EDT 2020 Resolved Dead dog picked up   Pick up Dead Animal
