_id,case_enquiry_id,open_dt,sla_target_dt,closed_dt,on_time,case_status,closure_reason,case_title,subject,reason,type,queue,department,submitted_photo,closed_photo,location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude,geom_4326,source,combined_info
4886,101003585019,2021-01-09 09:09:00,,2021-01-09 11:10:57,ONTIME,Closed,Case Closed. Closed date : 2021-01-09 16:10:57.967 Case Noted Officer Fabiano reports  I called the Complaint. He said his dog was bitten by a pit bull in the park. He does not have the information on the attacking dog. He said he lives in Braintree. I asked him to call us back when he gets home & we can Quarantine his dog.   ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,20 Ericsson St  Dorchester  MA  02122,8,07,3,C11,Dorchester,7,16,1610,20 Ericsson St,2122.0,42.29176552303793,-71.04036599715633,0101000020E61000000A6A435B95C251C02DC6999258254540,Constituent Call,Case Closed. Closed date : 2021-01-09 16:10:57.967 Case Noted Officer Fabiano reports  I called the Complaint. He said his dog was bitten by a pit bull in the park. He does not have the information on the attacking dog. He said he lives in Braintree. I asked him to call us back when he gets home & we can Quarantine his dog.    Animal Generic Request
4994,101003585155,2021-01-09 12:00:00,,2021-01-09 12:55:43,ONTIME,Closed,Case Closed. Closed date : 2021-01-09 17:55:43.8 Case Resolved Constituent called stating Dog has been found.  ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,450 Poplar St  Roslindale  MA  02131,12,08,5,E18,Roslindale,10,18,1809,450 Poplar St,2131.0,42.2747896232432,-71.12705078877345,0101000020E6100000A1ADA19921C851C00A8E6E4E2C234540,Constituent Call,Case Closed. Closed date : 2021-01-09 17:55:43.8 Case Resolved Constituent called stating Dog has been found.   Animal Lost
5001,101003585162,2021-01-09 12:20:00,,2021-01-09 15:45:57,ONTIME,Closed,Case Closed. Closed date : 2021-01-09 20:45:57.917 Case Resolved Officer Munroe reports  dog was transported to the animal shelter.  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,247 Chestnut Hill Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,21,2116,247 Chestnut Hill Ave,2135.0,42.33942405903475,-71.1551148085168,0101000020E61000001E6DA966EDC951C0D183603F722B4540,Constituent Call,Case Closed. Closed date : 2021-01-09 20:45:57.917 Case Resolved Officer Munroe reports  dog was transported to the animal shelter.   Animal Generic Request
5422,101003585694,2021-01-10 14:12:09,,2021-01-10 16:48:46,ONTIME,Closed,Case Closed. Closed date : 2021-01-10 21:48:46.673 Case Resolved Officer Jenner reports  left notice dog was in the house.  ,Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,51 Joyce Kilmer Rd  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2016,51 Joyce Kilmer Rd,2132.0,42.27090967821705,-71.16542088391111,0101000020E6100000509E794196CA51C05A0E182BAD224540,Constituent Call,Case Closed. Closed date : 2021-01-10 21:48:46.673 Case Resolved Officer Jenner reports  left notice dog was in the house.   Animal Noise Disturbances
5513,101003585798,2021-01-11 02:15:00,,2021-01-11 06:39:36,ONTIME,Closed,Case Closed. Closed date : 2021-01-11 11:39:36.9 Case Resolved There were 6 leashed dogs on 1/11/20   will continue to patrol  DG ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Robert St & S Walter St  Roslindale  MA  ,9,06,5,E5,Roslindale,10,20,2004,INTERSECTION Robert St & S Walter St,,42.28814791628035,-71.13427769598613,0101000020E6100000EE357A0198C851C0D66AEA07E2244540,Constituent Call,Case Closed. Closed date : 2021-01-11 11:39:36.9 Case Resolved There were 6 leashed dogs on 1/11/20   will continue to patrol  DG  Animal Generic Request
5815,101003586142,2021-01-11 07:34:00,,2021-01-13 08:28:17,ONTIME,Closed,Case Closed. Closed date : 2021-01-13 13:28:17.11 Case Resolved   1/13/21 at 1:01 PM  warned 5 owners with their dogs off leash at Brophy Park. MS107  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,192 Webster St  East Boston  MA  02128,1,09,1,A7,East Boston,1,01,0101,192 Webster St,2128.0,42.36550132947898,-71.03393603420189,0101000020E610000065430B022CC251C0DD6060BFC82E4540,Constituent Call,Case Closed. Closed date : 2021-01-13 13:28:17.11 Case Resolved   1/13/21 at 1:01 PM  warned 5 owners with their dogs off leash at Brophy Park. MS107   Animal Generic Request
5935,101003586285,2021-01-11 09:11:00,,2021-01-11 11:18:53,ONTIME,Closed,Case Closed. Closed date : 2021-01-11 16:18:53.2 Case Resolved The dog was taken to the shelter DG ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,66 Crawford St  Dorchester  MA  02121,9,10B,7,B2,Roxbury,13,Ward 12,1209,66 Crawford St,2121.0,42.312719564562265,-71.088430616342,0101000020E6100000DB49E3D8A8C551C0A14ED73107284540,Constituent Call,Case Closed. Closed date : 2021-01-11 16:18:53.2 Case Resolved The dog was taken to the shelter DG  Animal Generic Request
6085,101003586469,2021-01-11 12:01:00,,2021-01-11 12:43:25,ONTIME,Closed,Case Closed. Closed date : 2021-01-11 17:43:25.34 Case Resolved Dogs were heard inside the house. No answer  Posted notice. MS107 ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,66 Heron St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2005,66 Heron St,2132.0,42.27129965749346,-71.15082084975334,0101000020E6100000B74F7E0CA7C951C0DA2C7AF2B9224540,Constituent Call,Case Closed. Closed date : 2021-01-11 17:43:25.34 Case Resolved Dogs were heard inside the house. No answer  Posted notice. MS107  Animal Generic Request
6743,101003587426,2021-01-12 09:26:00,,2021-01-12 11:09:49,ONTIME,Closed,Case Closed. Closed date : 2021-01-12 16:09:49.637 Case Resolved Transported the dog to the shelter. MS107 ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Pemberton Sq & Somerset St  Boston  MA  ,3,1B,2,A1,Downtown / Financial District,3,3,0306,INTERSECTION Pemberton Sq & Somerset St,,42.35874384718705,-71.06150555351073,0101000020E61000007636FDB4EFC351C0A1A78151EB2D4540,Constituent Call,Case Closed. Closed date : 2021-01-12 16:09:49.637 Case Resolved Transported the dog to the shelter. MS107  Animal Generic Request
6857,101003587614,2021-01-12 11:28:00,,2021-01-13 05:54:26,ONTIME,Closed,Case Closed. Closed date : 2021-01-13 10:54:26.797 Case Resolved Went to 4 houses on main and w school because the bottom left and right neither houses even have dogs. I was told sometimes people get coffee at the coffee shop right there and tie the dogs there but it is now closed. Not enough info with this   Jenner ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of W School St & School St  Charlestown  MA  ,3,1A,1,A15,Charlestown,2,2,0201,INTERSECTION W School St & School St,,42.37653908140435,-71.06580354129446,0101000020E610000086740E2036C451C01726C06E32304540,Constituent Call,Case Closed. Closed date : 2021-01-13 10:54:26.797 Case Resolved Went to 4 houses on main and w school because the bottom left and right neither houses even have dogs. I was told sometimes people get coffee at the coffee shop right there and tie the dogs there but it is now closed. Not enough info with this   Jenner  Animal Generic Request
6885,101003587669,2021-01-12 12:00:00,,2021-01-13 06:55:26,ONTIME,Closed,Case Closed. Closed date : 2021-01-13 11:55:26.83 Case Resolved Dog is at shelter and will be RTO  Monteiro ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,18 Wood Ave  Mattapan  MA  02126,8,08,5,E18,Hyde Park,10,Ward 18,1806,18 Wood Ave,2126.0,42.27354959893807,-71.10940075113736,0101000020E6100000BD12026C00C751C0EFA25AAC03234540,Constituent Call,Case Closed. Closed date : 2021-01-13 11:55:26.83 Case Resolved Dog is at shelter and will be RTO  Monteiro  Animal Lost
6920,101003587727,2021-01-12 13:09:00,,2021-01-13 05:53:16,ONTIME,Closed,Case Closed. Closed date : 2021-01-13 10:53:16.89 Case Resolved No dog observed running loose in the multi unit building. Posted notice regarding complaint and licensing. MS107 ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,461 Old Colony Ave  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,Ward 7,0707,461 Old Colony Ave,2127.0,42.32380951538218,-71.0527905115239,0101000020E6100000312274EB60C351C09C59179772294540,Constituent Call,Case Closed. Closed date : 2021-01-13 10:53:16.89 Case Resolved No dog observed running loose in the multi unit building. Posted notice regarding complaint and licensing. MS107  Animal Generic Request
7643,101003588772,2021-01-13 11:16:00,,2021-01-13 12:32:35,ONTIME,Closed,Case Closed. Closed date : 2021-01-13 17:32:35.28 Case Resolved Officer Jenner reports  dog is fine owner is home I seen the dog and spoke with the owner also spoke to the constituent.  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,156 Lexington St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,0107,156 Lexington St,2128.0,42.37908948798401,-71.0342603467003,0101000020E610000027284F5231C251C009931C0186304540,Constituent Call,Case Closed. Closed date : 2021-01-13 17:32:35.28 Case Resolved Officer Jenner reports  dog is fine owner is home I seen the dog and spoke with the owner also spoke to the constituent.   Animal Generic Request
8138,101003589529,2021-01-14 07:55:00,,2021-01-15 11:22:50,ONTIME,Closed,Case Closed. Closed date : 2021-01-15 16:22:50.887 Case Resolved Two warnings given to owners with their dogs off leash. MS 107 ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Lamson St & Ruth St  East Boston  MA  ,1,09,1,A7,East Boston,1,1,0101,INTERSECTION Lamson St & Ruth St,,42.365233597446405,-71.03360637596415,0101000020E6100000006D5B9B26C251C064377AF9BF2E4540,Constituent Call,Case Closed. Closed date : 2021-01-15 16:22:50.887 Case Resolved Two warnings given to owners with their dogs off leash. MS 107  Animal Generic Request
8310,101003589816,2021-01-14 12:44:00,,2021-01-14 13:40:31,ONTIME,Closed,Case Closed. Closed date : 2021-01-14 18:40:31.59 Case Resolved Officer Stern reports  the dog was gone on arrival. MS 107  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Blue Hill Ave & Wilmore St  Mattapan  MA  ,8,07,5,B3,Greater Mattapan,9,18,1802,INTERSECTION Blue Hill Ave & Wilmore St,,42.27854041909816,-71.09323410098952,0101000020E6100000CEA7298CF7C551C004526336A7234540,Constituent Call,Case Closed. Closed date : 2021-01-14 18:40:31.59 Case Resolved Officer Stern reports  the dog was gone on arrival. MS 107   Animal Generic Request
8363,101003589897,2021-01-14 15:37:00,,2021-01-15 11:24:21,ONTIME,Closed,Case Closed. Closed date : 2021-01-15 16:24:21.2 Case Resolved No dogs heard  posted notice at the duplex. MS 107 ,Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,231 Leyden St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,0113,231 Leyden St,2128.0,42.38843944771942,-71.00247025447203,0101000020E6100000E48AFF7828C051C032374262B8314540,Constituent Call,Case Closed. Closed date : 2021-01-15 16:24:21.2 Case Resolved No dogs heard  posted notice at the duplex. MS 107  Animal Noise Disturbances
9277,101003591254,2021-01-16 08:30:00,,2021-01-16 11:03:05,ONTIME,Closed,Case Closed. Closed date : 2021-01-16 16:03:05.94 Case Noted Officer Munroe reports  I was unable to locate the barking dog  bldg. only has 3 apts.  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,95 Saint Botolph St  Boston  MA  02116,4,1C,2,D4,Back Bay,6,Ward 4,0402,95 Saint Botolph St,2116.0,42.34519955050102,-71.08074052629429,0101000020E610000055F94FDA2AC551C076FFB57F2F2C4540,Constituent Call,Case Closed. Closed date : 2021-01-16 16:03:05.94 Case Noted Officer Munroe reports  I was unable to locate the barking dog  bldg. only has 3 apts.   Animal Generic Request
9322,101003591330,2021-01-16 09:46:00,,2021-01-19 07:32:58,ONTIME,Closed,Case Closed. Closed date : 2021-01-19 12:32:58.787 Case Resolved  Alexis Trzcinski 11:01 AM (1 hour ago) to Mayor  Stephen  Pat  Tanicia  Daniel  Anthony  Walter  Maryanne  Robyn  lauren.lopes  Patricia  Bradley  Brittany  Michael  Dog was returned to owner ,Animal Lost,Animal Control,Animal Issues,Animal Lost,ANML02_LostFound,ANML,,,41 Pinckney St  Boston  MA  02114,3,1B,8,A1,Beacon Hill,14,Ward 5,0503,41 Pinckney St,2114.0,42.35894953057576,-71.06666046423905,0101000020E6100000F275402A44C451C0645EE70EF22D4540,Constituent Call,Case Closed. Closed date : 2021-01-19 12:32:58.787 Case Resolved  Alexis Trzcinski 11:01 AM (1 hour ago) to Mayor  Stephen  Pat  Tanicia  Daniel  Anthony  Walter  Maryanne  Robyn  lauren.lopes  Patricia  Bradley  Brittany  Michael  Dog was returned to owner  Animal Lost
9657,101003591834,2021-01-17 09:47:00,,2021-01-17 11:33:33,ONTIME,Closed,Case Closed. Closed date : 2021-01-17 16:33:33.92 Case Resolved Officer Jones reports  arrived no dog was outside   leash was attached to railing. Dog owner did allow me to see dog appeared healthy  dog owner stated needs to go to groomers. Dog owner not happy with call. Educated about tethering laws and to license (Jones #113) ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Manor St & Matignon Rd  Dorchester  MA  ,8,07,3,C11,Dorchester,7,16,1607,INTERSECTION Manor St & Matignon Rd,,42.29081680253116,-71.05398350392937,0101000020E61000009CF9397774C351C0D3FF277C39254540,Constituent Call,Case Closed. Closed date : 2021-01-17 16:33:33.92 Case Resolved Officer Jones reports  arrived no dog was outside   leash was attached to railing. Dog owner did allow me to see dog appeared healthy  dog owner stated needs to go to groomers. Dog owner not happy with call. Educated about tethering laws and to license (Jones #113)  Animal Generic Request
9994,101003592350,2021-01-18 06:33:00,,2021-01-19 03:45:39,ONTIME,Closed,Case Closed. Closed date : 2021-01-19 08:45:39.45 Case Resolved Owner of Dog was found on Arrival of the Animal Control officer ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,133 W Newton St  Roxbury  MA  02118,4,1C,2,D4,South End,6,Ward 4,0403,133 W Newton St,2118.0,42.34214954664867,-71.07712052538125,0101000020E61000003897ED8AEFC451C040996C8ECB2B4540,Constituent Call,Case Closed. Closed date : 2021-01-19 08:45:39.45 Case Resolved Owner of Dog was found on Arrival of the Animal Control officer  Animal Found
10222,101003592666,2021-01-18 11:09:00,,2021-01-18 11:32:47,ONTIME,Closed,Case Closed. Closed date : 2021-01-18 16:32:47.43 Case Resolved Constitent called back to report dog owner found ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,575 Hyde Park Ave  Roslindale  MA  02131,12,02,5,E18,Roslindale,10,Ward 18,1807,575 Hyde Park Ave,2131.0,42.280649611445504,-71.11911075778275,0101000020E6100000D651BA829FC751C093659353EC234540,Constituent Call,Case Closed. Closed date : 2021-01-18 16:32:47.43 Case Resolved Constitent called back to report dog owner found  Animal Found
10272,101003592742,2021-01-18 13:26:00,,2021-01-19 03:53:23,ONTIME,Closed,Case Closed. Closed date : 2021-01-19 08:53:23.127 Case Resolved Animal Control transported dog to their shelter ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,97 Willow St  West Roxbury  MA  02132,12,06,6,E5,West Roxbury,12,Ward 20,2018,97 Willow St,2132.0,42.28940965734184,-71.1532908148879,0101000020E6100000202E4784CFC951C003B72A600B254540,Constituent Call,Case Closed. Closed date : 2021-01-19 08:53:23.127 Case Resolved Animal Control transported dog to their shelter  Animal Found
10760,101003593425,2021-01-19 07:30:00,,2021-01-19 08:27:09,ONTIME,Closed,Case Closed. Closed date : 2021-01-19 13:27:09.643 Case Resolved No dogs off leash at this time in Brophy park. MS107 ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Webster Ave & Sumner St  East Boston  MA  ,1,09,1,A7,East Boston,1,1,0101,INTERSECTION Webster Ave & Sumner St,,42.36690188873092,-71.03520419878394,0101000020E61000005F9D1CC940C251C04F781EA4F62E4540,Constituent Call,Case Closed. Closed date : 2021-01-19 13:27:09.643 Case Resolved No dogs off leash at this time in Brophy park. MS107  Animal Generic Request
12533,101003605979,2021-01-21 11:07:00,,2021-01-21 12:18:25,ONTIME,Closed,Case Closed. Closed date : 2021-01-21 17:18:25.717 Case Resolved Officer Munroe reports  dog was transported to the shelter. ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,22 Santuit St  Dorchester  MA  02124,8,07,3,C11,Dorchester,8,Ward 16,1603,22 Santuit St,2124.0,42.29027953269442,-71.06358061063948,0101000020E6100000CDD668B411C451C073CF35E127254540,Constituent Call,Case Closed. Closed date : 2021-01-21 17:18:25.717 Case Resolved Officer Munroe reports  dog was transported to the shelter.  Animal Found
12554,101003606008,2021-01-21 11:25:00,,2021-01-21 12:17:08,ONTIME,Closed,Case Closed. Closed date : 2021-01-21 17:17:08.75 Case Resolved Officer Munroe reports  dog was transported to the animal shelter.  ,Animal Found,Animal Control,Animal Issues,Animal Found,ANML02_LostFound,ANML,,,INTERSECTION of William T Morrissey Blvd & Neponset Ave  Dorchester  MA  ,8,07,3,C11,Dorchester,7,16,1610,INTERSECTION William T Morrissey Blvd & Neponset Ave,,42.28617144910479,-71.0422465613811,0101000020E610000005E0EB2AB4C251C01C7A1B44A1244540,Constituent Call,Case Closed. Closed date : 2021-01-21 17:17:08.75 Case Resolved Officer Munroe reports  dog was transported to the animal shelter.   Animal Found
12644,101003606145,2021-01-21 14:37:00,,2021-01-21 15:30:57,ONTIME,Closed,Case Closed. Closed date : 2021-01-21 20:30:57.417 Case Noted Officer Munroe reports  there were no dogs at this time.  ,Animal Generic Request,Animal Control,Animal Issues,Animal Generic Request,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,,,INTERSECTION of Common St & Winthrop St  Charlestown  MA  ,3,1A,1,A15,Charlestown,2,2,0201,INTERSECTION Common St & Winthrop St,,42.374289137016085,-71.0607982003481,0101000020E6100000A689221EE4C351C0B75DD9B4E82F4540,Constituent Call,Case Closed. Closed date : 2021-01-21 20:30:57.417 Case Noted Officer Munroe reports  there were no dogs at this time.   Animal Generic Request
